"COLONYLENGTH","MAX_DEPTH_M","Area_surveyed_m2","SITE","PER_DEAD","LATITUDE","LONGITUDE","YEAR","TAIL_BINS","Bleaching_Period","Survey_Type"
26,10.9728,60,"TUT-223",15,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
27,10.9728,60,"TUT-223",10,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
14,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
74,10.9728,60,"TUT-223",55,-14.35909,-170.785248,"2025","Q80","Post-Bleaching","60m"
27,10.9728,60,"TUT-223",30,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
10,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
6,10.9728,60,"TUT-223",25,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
17,10.9728,60,"TUT-223",40,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
34,10.9728,60,"TUT-223",30,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
6,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
6,10.9728,60,"TUT-223",25,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
10,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
12,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
37,10.9728,60,"TUT-223",75,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
50,10.9728,60,"TUT-223",65,-14.35909,-170.785248,"2025","Q80","Post-Bleaching","60m"
5,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
40,10.9728,60,"TUT-223",30,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
48,10.9728,60,"TUT-223",60,-14.35909,-170.785248,"2025","Q80","Post-Bleaching","60m"
17,10.9728,60,"TUT-223",20,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
31,10.9728,60,"TUT-223",5,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
35,10.9728,60,"TUT-223",10,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
25,10.9728,60,"TUT-223",25,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
27,10.9728,60,"TUT-223",60,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
32,10.9728,60,"TUT-223",55,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
7,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
10,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
6,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
7,10.9728,60,"TUT-223",0,-14.35909,-170.785248,"2025","Q20","Post-Bleaching","60m"
NA,12.8016,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,12.8016,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,12.8016,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,12.8016,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,12.8016,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,12.8016,60,"TUT-144",NA,-14.24708,-170.581465,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",0,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",50,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",60,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",85,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",80,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",5,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",25,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",90,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",80,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",0,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",25,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",50,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-125",25,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",70,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",95,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",99,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",50,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",95,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",1,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",70,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",90,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",80,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",0,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",50,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",10,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",5,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",60,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-169",95,-14.330384,-170.812348,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-102",NA,-14.334349,-170.700307,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-201",NA,-14.297134,-170.811783,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",0,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",5,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",10,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",0,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",0,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",0,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",5,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-115",5,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-041",NA,-14.25037,-170.690159,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-053",NA,-14.248415,-170.659327,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-053",NA,-14.248415,-170.659327,"2025",NA,"Post-Bleaching","60m"
NA,9.7536,60,"TUT-053",NA,-14.248415,-170.659327,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",30,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",70,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",60,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",90,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",95,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",30,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",50,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",20,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",75,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-109",20,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",30,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",80,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",80,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",0,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",0,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",0,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-076",0,-14.283504,-170.631611,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-204",20,-14.29099,-170.560818,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-204",0,-14.29099,-170.560818,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-204",3,-14.29099,-170.560818,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-205",NA,-14.320028,-170.695249,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-104",NA,-14.316648,-170.65397,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-095",0,-14.276917,-170.625248,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-095",0,-14.276917,-170.625248,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-095",0,-14.276917,-170.625248,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-095",0,-14.276917,-170.625248,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-208",NA,-14.348332,-170.725342,"2025",NA,"Post-Bleaching","60m"
NA,10.3632,60,"TUT-074",NA,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,10.3632,60,"TUT-074",NA,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-206",NA,-14.316944,-170.69317,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",5,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",10,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",30,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",5,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",5,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",0,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",40,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",50,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",5,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",0,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",25,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",0,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",0,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",90,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",0,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",10,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",0,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",90,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
NA,7.62,60,"TUT-091",25,-14.278903,-170.586065,"2025",NA,"Post-Bleaching","60m"
35,9.144,60,"TUT-214",5,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
45,9.144,60,"TUT-214",95,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
15,9.144,60,"TUT-214",5,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
5,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
5,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
10,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
75,9.144,60,"TUT-214",80,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
15,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-214",5,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
55,9.144,60,"TUT-214",5,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
30,9.144,60,"TUT-214",70,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
40,9.144,60,"TUT-214",10,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
40,9.144,60,"TUT-214",15,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-214",10,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
40,9.144,60,"TUT-214",10,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
35,9.144,60,"TUT-214",10,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
80,9.144,60,"TUT-214",95,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
15,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
15,9.144,60,"TUT-214",20,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
25,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
5,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
20,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
50,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
35,9.144,60,"TUT-214",15,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
50,9.144,60,"TUT-214",90,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
40,9.144,60,"TUT-214",15,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
35,9.144,60,"TUT-214",15,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
15,9.144,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-215",20,-14.243735,-170.669372,"2025","QMED","Post-Bleaching","60m"
NA,9.144,60,"TUT-215",NA,-14.243735,-170.669372,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-215",NA,-14.243735,-170.669372,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-066",NA,-14.2873,-170.739,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-066",NA,-14.2873,-170.739,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-066",NA,-14.2873,-170.739,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-066",NA,-14.2873,-170.739,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-061",NA,-14.318564,-170.842093,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-061",NA,-14.318564,-170.842093,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-061",NA,-14.318564,-170.842093,"2025",NA,"Post-Bleaching","60m"
10,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
25,9.144,60,"TUT-216",5,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
25,9.144,60,"TUT-216",70,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
35,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
50,9.144,60,"TUT-216",95,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
35,9.144,60,"TUT-216",50,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
12,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
53,9.144,60,"TUT-216",30,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
15,9.144,60,"TUT-216",50,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
35,9.144,60,"TUT-216",20,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
13,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
80,9.144,60,"TUT-216",97,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
5,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
18,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
48,9.144,60,"TUT-216",80,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
25,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
45,9.144,60,"TUT-216",50,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
30,9.144,60,"TUT-216",50,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
12,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
70,9.144,60,"TUT-216",29,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
20,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-216",5,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
50,9.144,60,"TUT-216",50,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
30,9.144,60,"TUT-216",90,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-216",5,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
40,9.144,60,"TUT-216",95,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-216",50,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
NA,9.144,60,"TUT-083",NA,-14.332102,-170.697197,"2025",NA,"Post-Bleaching","60m"
25,12.8016,60,"TUT-126",25,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
45,12.8016,60,"TUT-126",30,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
10,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
35,12.8016,60,"TUT-126",50,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
25,12.8016,60,"TUT-126",5,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
10,12.8016,60,"TUT-126",5,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
20,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
15,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
15,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
30,12.8016,60,"TUT-126",80,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
40,12.8016,60,"TUT-126",95,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
50,12.8016,60,"TUT-126",60,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
25,12.8016,60,"TUT-126",60,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
25,12.8016,60,"TUT-126",5,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
12,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
15,12.8016,60,"TUT-126",90,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
30,12.8016,60,"TUT-126",50,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
6,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
80,12.8016,60,"TUT-126",5,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
10,12.8016,60,"TUT-126",5,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
25,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
25,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
10,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
50,12.8016,60,"TUT-126",5,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
30,12.8016,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
40,9.144,60,"TUT-139",45,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-139",50,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
85,9.144,60,"TUT-139",85,-14.352648,-170.787165,"2025","Q80","Post-Bleaching","60m"
40,9.144,60,"TUT-139",90,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-139",0,-14.352648,-170.787165,"2025","Q20","Post-Bleaching","60m"
5,9.144,60,"TUT-139",0,-14.352648,-170.787165,"2025","Q20","Post-Bleaching","60m"
40,9.144,60,"TUT-139",90,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-139",0,-14.352648,-170.787165,"2025","Q20","Post-Bleaching","60m"
30,9.144,60,"TUT-139",15,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
10,9.144,60,"TUT-139",0,-14.352648,-170.787165,"2025","Q20","Post-Bleaching","60m"
5,9.144,60,"TUT-139",0,-14.352648,-170.787165,"2025","Q20","Post-Bleaching","60m"
40,9.144,60,"TUT-139",40,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
40,9.144,60,"TUT-139",10,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
25,9.144,60,"TUT-139",5,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
30,9.144,60,"TUT-139",50,-14.352648,-170.787165,"2025","QMED","Post-Bleaching","60m"
NA,12.192,60,"TUT-025",NA,-14.251678,-170.698016,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-030",NA,-14.237546,-170.673024,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-030",NA,-14.237546,-170.673024,"2025",NA,"Post-Bleaching","60m"
65,7.62,60,"TUT-219",25,-14.28823,-170.639848,"2025","Q80","Post-Bleaching","60m"
40,7.62,60,"TUT-219",20,-14.28823,-170.639848,"2025","QMED","Post-Bleaching","60m"
NA,9.144,60,"TUT-221",NA,-14.362476,-170.746348,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-221",NA,-14.362476,-170.746348,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-221",NA,-14.362476,-170.746348,"2025",NA,"Post-Bleaching","60m"
30,13.1064,60,"TUT-222",5,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
15,13.1064,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
70,13.1064,60,"TUT-222",25,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
