"COLONYLENGTH","MAX_DEPTH_M","Area_surveyed_m2","SITE","PER_DEAD","LATITUDE","LONGITUDE","YEAR","TAIL_BINS","Bleaching_Period","Survey_Type"
NA,9.144,60,"TUT-213",30,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",15,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",1,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",0,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",75,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",50,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",0,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,9.144,60,"TUT-213",50,-14.329327,-170.83181,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-125",1,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-125",60,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-125",5,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,10.668,60,"TUT-125",5,-14.349654,-170.788046,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",50,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",60,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",3,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",80,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",20,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",2,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",65,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",25,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",3,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",25,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",50,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",15,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",60,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",10,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",20,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",0,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",30,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",50,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",5,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-168",1,-14.360877,-170.781335,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",5,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",3,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",15,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",0,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,5.1816,60,"TUT-143",70,-14.365158,-170.761604,"2025",NA,"Post-Bleaching","60m"
NA,16.1544,60,"TUT-062",NA,-14.312694,-170.835819,"2025",NA,"Post-Bleaching","60m"
NA,16.1544,60,"TUT-062",NA,-14.312694,-170.835819,"2025",NA,"Post-Bleaching","60m"
NA,16.1544,60,"TUT-062",NA,-14.312694,-170.835819,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-201",NA,-14.297134,-170.811783,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-201",NA,-14.297134,-170.811783,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-069",NA,-14.291243,-170.792502,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-202",NA,-14.289603,-170.759634,"2025",NA,"Post-Bleaching","60m"
NA,17.3736,60,"TUT-115",0,-14.273272,-170.570134,"2025",NA,"Post-Bleaching","60m"
NA,12.8016,60,"TUT-053",NA,-14.248415,-170.659327,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",2,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",2,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",55,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",15,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",5,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",75,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",10,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",1,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",20,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-109",0,-14.284747,-170.600404,"2025",NA,"Post-Bleaching","60m"
NA,9.4488,60,"TUT-052",30,-14.257004,-170.587948,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-120",20,-14.293418,-170.65432,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-120",1,-14.293418,-170.65432,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-120",60,-14.293418,-170.65432,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-120",25,-14.293418,-170.65432,"2025",NA,"Post-Bleaching","60m"
NA,8.2296,60,"TUT-120",20,-14.293418,-170.65432,"2025",NA,"Post-Bleaching","60m"
NA,11.2776,60,"TUT-205",NA,-14.320028,-170.695249,"2025",NA,"Post-Bleaching","60m"
NA,16.764,60,"TUT-113",NA,-14.323617,-170.67021,"2025",NA,"Post-Bleaching","60m"
NA,16.764,60,"TUT-113",NA,-14.323617,-170.67021,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-093",40,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-093",2,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-093",5,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-093",2,-14.337165,-170.711077,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-074",95,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,13.1064,60,"TUT-074",20,-14.360978,-170.736214,"2025",NA,"Post-Bleaching","60m"
NA,12.192,60,"TUT-206",NA,-14.316944,-170.69317,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-207",NA,-14.303783,-170.683308,"2025",NA,"Post-Bleaching","60m"
NA,10.0584,60,"TUT-207",NA,-14.303783,-170.683308,"2025",NA,"Post-Bleaching","60m"
NA,11.5824,60,"TUT-214",NA,-14.28309,-170.607,"2025",NA,"Post-Bleaching","60m"
35,11.5824,60,"TUT-214",30,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
20,11.5824,60,"TUT-214",5,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
50,11.5824,60,"TUT-214",60,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
30,11.5824,60,"TUT-214",25,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
35,11.5824,60,"TUT-214",5,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
30,11.5824,60,"TUT-214",60,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
70,11.5824,60,"TUT-214",90,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
35,11.5824,60,"TUT-214",25,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
70,11.5824,60,"TUT-214",60,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
50,11.5824,60,"TUT-214",50,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
100,11.5824,60,"TUT-214",80,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
18,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
40,11.5824,60,"TUT-214",75,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
7,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
5,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
34,11.5824,60,"TUT-214",10,-14.28309,-170.607,"2025","QMED","Post-Bleaching","60m"
5,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
11,11.5824,60,"TUT-214",10,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
6,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
6,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
7,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
5,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
5,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
6,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
5,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
5,11.5824,60,"TUT-214",0,-14.28309,-170.607,"2025","Q20","Post-Bleaching","60m"
50,11.5824,60,"TUT-214",20,-14.28309,-170.607,"2025","Q80","Post-Bleaching","60m"
22,10.9728,60,"TUT-171",10,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
55,10.9728,60,"TUT-171",66,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
40,10.9728,60,"TUT-171",80,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
17,10.9728,60,"TUT-171",0,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
45,10.9728,60,"TUT-171",75,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
19,10.9728,60,"TUT-171",10,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
65,10.9728,60,"TUT-171",90,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
17,10.9728,60,"TUT-171",75,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
35,10.9728,60,"TUT-171",80,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
65,10.9728,60,"TUT-171",95,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
50,10.9728,60,"TUT-171",85,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
30,10.9728,60,"TUT-171",60,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
47,10.9728,60,"TUT-171",50,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
9,10.9728,60,"TUT-171",0,-14.332425,-170.824373,"2025","Q20","Post-Bleaching","60m"
63,10.9728,60,"TUT-171",90,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
55,10.9728,60,"TUT-171",55,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
10,10.9728,60,"TUT-171",5,-14.332425,-170.824373,"2025","Q20","Post-Bleaching","60m"
5,10.9728,60,"TUT-171",0,-14.332425,-170.824373,"2025","Q20","Post-Bleaching","60m"
41,10.9728,60,"TUT-171",65,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
75,10.9728,60,"TUT-171",65,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
9,10.9728,60,"TUT-171",0,-14.332425,-170.824373,"2025","Q20","Post-Bleaching","60m"
12,10.9728,60,"TUT-171",10,-14.332425,-170.824373,"2025","Q20","Post-Bleaching","60m"
6,10.9728,60,"TUT-171",0,-14.332425,-170.824373,"2025","Q20","Post-Bleaching","60m"
15,10.9728,60,"TUT-171",40,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
66,10.9728,60,"TUT-171",60,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
27,10.9728,60,"TUT-171",50,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
70,10.9728,60,"TUT-171",60,-14.332425,-170.824373,"2025","Q80","Post-Bleaching","60m"
37,10.9728,60,"TUT-171",10,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
25,10.9728,60,"TUT-171",5,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
37,10.9728,60,"TUT-171",25,-14.332425,-170.824373,"2025","QMED","Post-Bleaching","60m"
43,12.4968,60,"TUT-216",5,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
17,12.4968,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
35,12.4968,60,"TUT-216",20,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
49,12.4968,60,"TUT-216",65,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
48,12.4968,60,"TUT-216",80,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
15,12.4968,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
11,12.4968,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
27,12.4968,60,"TUT-216",10,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
7,12.4968,60,"TUT-216",0,-14.329052,-170.831801,"2025","Q20","Post-Bleaching","60m"
36,12.4968,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
31,12.4968,60,"TUT-216",0,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
44,12.4968,60,"TUT-216",85,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
77,12.4968,60,"TUT-216",25,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
30,12.4968,60,"TUT-216",65,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
50,12.4968,60,"TUT-216",98,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
34,12.4968,60,"TUT-216",60,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
38,12.4968,60,"TUT-216",90,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
80,12.4968,60,"TUT-216",40,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
47,12.4968,60,"TUT-216",25,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
48,12.4968,60,"TUT-216",70,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
70,12.4968,60,"TUT-216",95,-14.329052,-170.831801,"2025","Q80","Post-Bleaching","60m"
30,12.4968,60,"TUT-216",90,-14.329052,-170.831801,"2025","QMED","Post-Bleaching","60m"
36,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
28,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
24,13.716,60,"TUT-126",5,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
20,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
55,13.716,60,"TUT-126",80,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
37,13.716,60,"TUT-126",50,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
67,13.716,60,"TUT-126",90,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
40,13.716,60,"TUT-126",70,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
40,13.716,60,"TUT-126",80,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
21,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
50,13.716,60,"TUT-126",75,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
50,13.716,60,"TUT-126",25,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
26,13.716,60,"TUT-126",10,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
28,13.716,60,"TUT-126",40,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
46,13.716,60,"TUT-126",20,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
31,13.716,60,"TUT-126",30,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
20,13.716,60,"TUT-126",5,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
27,13.716,60,"TUT-126",15,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
52,13.716,60,"TUT-126",95,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
92,13.716,60,"TUT-126",40,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
9,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
11,13.716,60,"TUT-126",3,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
47,13.716,60,"TUT-126",30,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
38,13.716,60,"TUT-126",20,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
27,13.716,60,"TUT-126",45,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
34,13.716,60,"TUT-126",50,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
14,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","QMED","Post-Bleaching","60m"
11,13.716,60,"TUT-126",0,-14.336157,-170.796416,"2025","Q20","Post-Bleaching","60m"
44,13.716,60,"TUT-126",50,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
50,13.716,60,"TUT-126",65,-14.336157,-170.796416,"2025","Q80","Post-Bleaching","60m"
NA,11.8872,60,"TUT-058",NA,-14.276028,-170.724169,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-030",NA,-14.237546,-170.673024,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-030",NA,-14.237546,-170.673024,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-030",NA,-14.237546,-170.673024,"2025",NA,"Post-Bleaching","60m"
NA,11.8872,60,"TUT-030",NA,-14.237546,-170.673024,"2025",NA,"Post-Bleaching","60m"
NA,14.9352,60,"TUT-025",NA,-14.251678,-170.698016,"2025",NA,"Post-Bleaching","60m"
100,11.5824,60,"TUT-219",50,-14.28823,-170.639848,"2025","Q80","Post-Bleaching","60m"
30,11.5824,60,"TUT-219",80,-14.28823,-170.639848,"2025","QMED","Post-Bleaching","60m"
40,11.5824,60,"TUT-219",20,-14.28823,-170.639848,"2025","QMED","Post-Bleaching","60m"
45,11.5824,60,"TUT-219",60,-14.28823,-170.639848,"2025","Q80","Post-Bleaching","60m"
8,11.5824,60,"TUT-219",0,-14.28823,-170.639848,"2025","Q20","Post-Bleaching","60m"
10,11.5824,60,"TUT-219",5,-14.28823,-170.639848,"2025","Q20","Post-Bleaching","60m"
27,11.5824,60,"TUT-219",10,-14.28823,-170.639848,"2025","QMED","Post-Bleaching","60m"
10,11.5824,60,"TUT-219",20,-14.28823,-170.639848,"2025","Q20","Post-Bleaching","60m"
15,11.5824,60,"TUT-219",0,-14.28823,-170.639848,"2025","QMED","Post-Bleaching","60m"
25,9.7536,60,"TUT-220",0,-14.300247,-170.681886,"2025","QMED","Post-Bleaching","60m"
35,9.7536,60,"TUT-220",75,-14.300247,-170.681886,"2025","QMED","Post-Bleaching","60m"
NA,13.4112,60,"TUT-221",NA,-14.362476,-170.746348,"2025",NA,"Post-Bleaching","60m"
NA,13.4112,60,"TUT-221",NA,-14.362476,-170.746348,"2025",NA,"Post-Bleaching","60m"
50,12.8016,60,"TUT-222",60,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
40,12.8016,60,"TUT-222",70,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
35,12.8016,60,"TUT-222",65,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
15,12.8016,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
40,12.8016,60,"TUT-222",60,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
30,12.8016,60,"TUT-222",10,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
48,12.8016,60,"TUT-222",65,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
46,12.8016,60,"TUT-222",50,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,12.8016,60,"TUT-222",60,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
55,12.8016,60,"TUT-222",30,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
34,12.8016,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
55,12.8016,60,"TUT-222",40,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
15,12.8016,60,"TUT-222",15,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
25,12.8016,60,"TUT-222",30,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
22,12.8016,60,"TUT-222",10,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
37,12.8016,60,"TUT-222",25,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
10,12.8016,60,"TUT-222",0,-14.363787,-170.772574,"2025","Q20","Post-Bleaching","60m"
50,12.8016,60,"TUT-222",25,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
45,12.8016,60,"TUT-222",40,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,12.8016,60,"TUT-222",30,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
20,12.8016,60,"TUT-222",50,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
24,12.8016,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
22,12.8016,60,"TUT-222",0,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
30,12.8016,60,"TUT-222",10,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
55,12.8016,60,"TUT-222",35,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
42,12.8016,60,"TUT-222",60,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
24,12.8016,60,"TUT-222",25,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
31,12.8016,60,"TUT-222",30,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
42,12.8016,60,"TUT-222",10,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
50,12.8016,60,"TUT-222",85,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
30,12.8016,60,"TUT-222",75,-14.363787,-170.772574,"2025","QMED","Post-Bleaching","60m"
74,12.8016,60,"TUT-222",40,-14.363787,-170.772574,"2025","Q80","Post-Bleaching","60m"
35,10.9728,60,"TUT-223",60,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
27,10.9728,60,"TUT-223",65,-14.35909,-170.785248,"2025","QMED","Post-Bleaching","60m"
