YEAR,SITE,LATITUDE,LONGITUDE,MAX_DEPTH_M,SURVEYAREA,DENSITY
2023,TUT-05862,-14.342120000000000,-170.719600000000014,12.800979999999999,10.000000000000000,0.000000000000000
2023,TUT-05863,-14.283090000000000,-170.606999999999999,12.800979999999999,10.000000000000000,6.400000000000000
2023,TUT-05864,-14.337460000000000,-170.712500000000006,9.448339000000001,10.000000000000000,0.100000000000000
2023,TUT-05865,-14.300530000000000,-170.675000000000011,10.362690000000001,10.000000000000000,0.100000000000000
2023,TUT-05876,-14.330240000000000,-170.812600000000003,10.667479999999999,10.000000000000000,6.900000000000000
2023,TUT-05878,-14.334390000000001,-170.818600000000004,13.410550000000001,10.000000000000000,0.500000000000000
2023,TUT-05884,-14.335900000000001,-170.803100000000001,13.410550000000001,10.000000000000000,0.700000000000000
2023,TUT-05909,-14.280770000000000,-170.544999999999987,14.020120000000000,10.000000000000000,0.000000000000000
2023,TUT-05935,-14.364269999999999,-170.738300000000010,15.239260000000000,10.000000000000000,0.000000000000000
2023,TUT-05968,-14.282700000000000,-170.544999999999987,13.105760000000000,10.000000000000000,0.000000000000000
2023,TUT-05975,-14.337030000000000,-170.710800000000006,9.753124000000000,7.500000000000000,0.266666666666667
2023,TUT-05982,-14.344799999999999,-170.719200000000001,12.800979999999999,12.500000000000000,0.000000000000000
2023,TUT-05990,-14.338760000000001,-170.717199999999991,13.715330000000000,12.500000000000000,0.000000000000000
2023,TUT-05425,-14.362520000000000,-170.765899999999988,0.000000000000000,10.000000000000000,0.400000000000000
2025,TUT-210,-14.301899000000001,-170.679902999999996,11.890000000000001,120.000000000000000,0.083333333000000
2025,TUT-211,-14.360358000000000,-170.748775999999992,13.720000000000001,120.000000000000000,0.008333333000000
2025,TUT-212,-14.338094999999999,-170.793295999999998,15.539999999999999,180.000000000000000,0.222222222000000
2025,TUT-213,-14.329326999999999,-170.831809999999990,10.060000000000000,120.000000000000000,0.883333333000000
2025,TUT-125,-14.349653999999999,-170.788046000000008,10.060000000000000,180.000000000000000,0.122222222000000
2025,TUT-138,-14.336214999999999,-170.802999000000000,17.680000000000000,180.000000000000000,0.000000000000000
2025,TUT-143,-14.365157999999999,-170.761604000000005,6.710000000000000,180.000000000000000,0.205555556000000
2025,TUT-168,-14.360877000000000,-170.781335000000013,9.449999999999999,180.000000000000000,1.194444444000000
2025,TUT-169,-14.330384000000000,-170.812347999999986,15.539999999999999,180.000000000000000,0.327777778000000
2025,TUT-102,-14.334349000000000,-170.700307000000009,14.320000000000000,180.000000000000000,0.000000000000000
2025,TUT-115,-14.273272000000000,-170.570133999999996,17.370000000000001,180.000000000000000,0.050000000000000
2025,TUT-076,-14.283504000000001,-170.631610999999992,11.580000000000000,180.000000000000000,0.061111111000000
2025,TUT-109,-14.284746999999999,-170.600403999999997,12.500000000000000,180.000000000000000,3.372222222000000
2025,TUT-120,-14.293418000000001,-170.654320000000013,11.890000000000001,180.000000000000000,0.038888889000000
2025,TUT-204,-14.290990000000001,-170.560818000000012,9.750000000000000,180.000000000000000,0.027777778000000
2025,TUT-082,-14.273839000000001,-170.607799999999997,10.970000000000001,180.000000000000000,0.000000000000000
2025,TUT-095,-14.276916999999999,-170.625247999999999,12.800000000000001,180.000000000000000,0.022222222000000
2025,TUT-103,-14.292398000000000,-170.675568999999996,11.890000000000001,180.000000000000000,0.000000000000000
2025,TUT-104,-14.316648000000001,-170.653969999999987,12.500000000000000,180.000000000000000,0.000000000000000
2025,TUT-113,-14.323617000000000,-170.670209999999997,17.070000000000000,180.000000000000000,0.000000000000000
2025,TUT-205,-14.320028000000001,-170.695248999999990,14.630000000000001,180.000000000000000,0.000000000000000
2025,TUT-074,-14.360977999999999,-170.736213999999990,11.279999999999999,180.000000000000000,0.011111111000000
2025,TUT-091,-14.278903000000000,-170.586064999999991,12.190000000000000,180.000000000000000,0.300000000000000
2025,TUT-093,-14.337165000000001,-170.711076999999989,12.190000000000000,180.000000000000000,0.100000000000000
2025,TUT-206,-14.316943999999999,-170.693170000000009,14.930000000000000,180.000000000000000,0.000000000000000
2025,TUT-207,-14.303782999999999,-170.683308000000011,10.670000000000000,180.000000000000000,0.044444444000000
2025,TUT-208,-14.348331999999999,-170.725342000000012,14.320000000000000,180.000000000000000,0.005555556000000
2025,TUT-214,-14.283090000000000,-170.606999999999999,14.325600000000000,180.000000000000000,2.766666667000000
2025,TUT-171,-14.332425000000001,-170.824373000000008,14.630400000000000,180.000000000000000,1.150000000000000
2025,TUT-216,-14.329052000000001,-170.831801000000013,14.020799999999999,180.000000000000000,0.494444444000000
2025,TUT-083,-14.332102000000001,-170.697196999999989,14.325600000000000,180.000000000000000,0.000000000000000
2025,TUT-126,-14.336157000000000,-170.796415999999994,13.715999999999999,180.000000000000000,0.494444444000000
2025,TUT-139,-14.352648000000000,-170.787164999999987,11.887200000000000,180.000000000000000,0.311111111000000
2025,TUT-086,-14.277030000000000,-170.611737000000005,15.544800000000000,180.000000000000000,0.022222222000000
2025,TUT-157,-14.274191999999999,-170.619785000000007,15.544800000000000,180.000000000000000,0.105555556000000
2025,TUT-219,-14.288230000000000,-170.639848000000001,14.020799999999999,180.000000000000000,0.088888889000000
2025,TUT-220,-14.300247000000001,-170.681885999999992,12.801600000000001,180.000000000000000,0.072222222000000
2025,TUT-221,-14.362475999999999,-170.746348000000012,13.715999999999999,180.000000000000000,0.000000000000000
2025,TUT-222,-14.363787000000000,-170.772573999999992,15.240000000000000,180.000000000000000,2.288888889000000
2025,TUT-223,-14.359090000000000,-170.785247999999996,12.496800000000000,180.000000000000000,1.522222222000000
2025,TUT-098,-14.314128000000000,-170.652116000000007,16.154399999999999,180.000000000000000,0.016666667000000
2025,TUT-077,-14.304935000000000,-170.596438000000006,17.373600000000000,180.000000000000000,0.000000000000000
